date,title,sessions,pageViews, totalRevenue ,totalSales , totalCost , totalProfit , customerSatisfaction ,employeeSatisfaction,customerRetentionRate,stockTotal
3/25/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Cross Stitch - Classic Design (Ecru)",1736,2236,4436.67,88,1349.04,3087.63,100,97,3,50
1/2/18,2 Pack Folding Umbrellas - Value Pack - Great For Travel - Auto Open - Designer Colors - Classic Value by Unity (Burgundy),548,743,1541.91,87,512.43,1029.48,98,91,2,502
3/7/18," Artisan XL Panini Grill Press, 1500W - 6-Slice Capacity - Brushed Stainless Steel, Dual Non-Stick Plates - Perfect for Sandwiches, Meats, Fish, Veggies, & More - By Unity",3199,4012,3754.08,87,1044,2710.08,96,95,2,702
1/11/18,"4 Pack Folding Umbrellas - Value Pack - Great For Travel - Fun Colors - Classic Value by Unity (Bright: Red, Pink, Green, Orange)",284,401,2407.98,84,782.88,1625.1,95,95,3,145
3/14/18," Indoor/Outdoor Extension Cord - 20FT - Heavy Duty, Durable & Flexible, General Purpose, 16 Gauge, 2-Prong, Orange, UL-Listed - by Unity",437,536,1101.73,84,597.24,504.49,91,94,2,752
3/16/18," Industrial Surge Protector - 8 Outlet Strip - Heavy Duty Metal Housing - 90J, Circuit Breaker, Easy Wrap Around Cord, Safety Yellow - ETL-Listed - by Unity",219,276,1940.34,82,697,1243.34,100,97,3,386
3/21/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 16"" Chair - XL Futon - Classic Design, by Unity (Black)",1089,1336,4180.33,79,1501,2679.33,97,91,3,646
1/12/18," 8 Piece - 10.5"" Dinner Plate -Break Resistant - Indoor Out Door - 4 Fun Assorted Colors - Dinner Ware Pack - Mix And Match By Unity",429,555,1978.28,78,468,1510.28,96,93,2,223
1/13/18," 6-Pack Melamine 10.5"" Square Dinner Plate - Break-Resistant - Indoor/Outdoor - by Unity (Festive Orange)",643,822,1412.67,76,708.32,704.35,92,96,3,436
3/31/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Leaf Pattern - Classic Design, by Unity (Ecru)",988,1224,3477.39,75,732,2745.39,93,94,3,161
1/16/18,"Handi-Craft Classic Value Plastic Toilet Seat - 18.5"" Standard Elongated - Easy Installation & Cleaning, by Unity (White)",213,261,1934.58,72,487.44,1447.14,91,97,3,583
1/28/18,2-Pack Folding Umbrellas - Value Pack - Great For Travel - Auto Open - Designer Colors - Classic Value by Unity (Gray),262,354,1137.72,71,385.53,752.19,97,95,3,719
1/30/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 17"" Chair - Solid Color - Classic Design, by Unity (Khaki)",1009,1348,4147.51,71,709.29,3438.22,97,95,3,336
1/22/18,"Luxury Real Wood Veneer Natural Toilet Seat - 18.5"" Elongated Toilet Seat - Premium Hinges - Heavy Duty - By Unity (Teak)",648,852,2797.6,70,1330,1467.6,97,93,2,323
1/9/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Solid Color - Classic Design, by Unity (Burgundy)",949,1235,3197.6,69,497.49,2700.11,91,98,2,433
2/2/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 16"" Chair - XL Futon - Classic Design, by Unity (Gray)",1141,1437,3851.54,69,404.34,3447.2,96,96,2,222
2/19/18,4 Pack Folding Umbrellas - Value Pack - Great For Travel - Fun Colors - Classic Value by Unity (Black),257,369,2372.04,69,467.13,1904.91,98,99,3,664
1/22/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 16"" Chair - XL Futon - Classic Design, by Unity (Blue)",1189,1427,3804.57,66,879.78,2924.79,96,95,2,447
2/3/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 16"" Chair - XL Futon - Classic Design, by Unity (Green)",2274,2777,3663.66,66,330,3333.66,100,100,3,705
3/25/18," 8 Piece -8.5"" Salad Plate - Break Resistant - Indoor Out Door - 4 Fun Assorted Colors - Dinner Ware Pack - Mix And Match By Unity",414,531,1033.78,64,596.48,437.3,100,98,3,782
3/30/18," 3 Outlet Outdoor Extension Cord UL Listed - 3FT - Heavy Duty & Durable, 14 Gauge, Safety Yellow Cord, Premium Lighted Plug, by Unity",562,720,708.69,64,220.16,488.53,94,96,3,124
3/5/18," Indoor Extension Cord Multi-Pack UL listed - 6FT - 3 Pack - Flexible & Durable, General Purpose, 16 Gauge, White Cord, by Unity",196,269,836.66,62,493.52,343.14,94,96,2,635
1/6/18," 12-Piece Party Bulk Pack Signature Melamine Blend Set - Classic Wide Rim Design - Indoor/Outdoor Reusable Dinnerware - Great Paper Plate Replacement! - by Unity (8.5"" Salad Plate, Silver)",1929,2493,1725.12,61,625.25,1099.87,94,91,3,252
2/6/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 17"" Chair - Solid Color - Classic Design, by Unity (Sea Blue)",1297,1742,3647.81,61,338.55,3309.26,100,92,3,277
3/3/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Solid Color - Classic Design, by Unity (Charcoal)",1254,1637,2957.78,61,1098,1859.78,95,95,2,202
3/31/18," 12-Piece Party Bulk Pack Signature Melamine Blend Set - Classic Wide Rim Design - Indoor/Outdoor Reusable Dinnerware - Great Paper Bowl Replacement! - by Unity (7.5"" Bowl, Silver)",561,692,1455.57,61,412.97,1042.6,92,98,3,582
2/14/18,"Luxury Real Wood Veneer Natural Toilet Seat - 18.5"" Elongated Toilet Seat - Premium Hinges - Heavy Duty - By Unity (Oak)",439,594,2168.14,60,599.4,1568.74,94,91,2,419
2/16/18," Indoor Extension Cord Multi-Pack UL-Listed - 9FT - 3 Pack - Flexible & Durable, General Purpose, 16 Gauge, Brown Cord, by Unity",182,234,837.9,59,575.84,262.06,91,95,3,292
1/11/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Cabana Stripe - Classic Design, by Unity (Gray)",1728,2109,2717.96,57,468.54,2249.42,95,97,3,274
1/27/18,"Luxury Real Wood Veneer Natural Toilet Seat - 18.5"" Elongated Toilet Seat - Premium Hinges - Heavy Duty - By Unity (Walnut)",341,428,2133.17,57,873.81,1259.36,90,90,2,422
1/1/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Leaf Pattern - Classic Design, by Unity (Gold)",875,1112,2435.17,55,372.35,2062.82,91,100,2,68
1/8/18," Unity Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Cabana Stripe - Classic Design, by Unity (Stripe Ecru)",978,1224,2598.05,55,467.5,2130.55,98,90,2,708
1/12/18," Every Day Basic+ Mirror Polish Stainless Steel Cutlery Value Pack (12, Teaspoon - 5.9"")",382,476,1053.36,54,553.5,499.86,91,92,3,711
2/5/18,Unity 36 Pack Ultra thin ABS Easy Slide Heavy Duty Non-Slip Clothes Hangers (Blue),427,550,1448.26,52,178.88,1269.38,99,98,3,109
3/29/18," 12-Piece Party Bulk Pack Signature Melamine Blend Set - Classic Wide Rim Design - Indoor/Outdoor Reusable Dinnerware - Great Paper Plate Replacement! - by Unity (9"" Deep Plate, Silver)",890,1103,1150.08,51,298.86,851.22,98,99,2,204
1/2/18," Unity Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Cabana Stripe - Classic Design, by Unity (Stripe Black)",635,804,2398.2,50,522.5,1875.7,97,99,3,355
2/21/18,"4 Pack Folding Umbrellas - Value Pack - Great For Travel - Fun Colors - Classic Value by Unity (Dark: Blue, Blue, Gray, Green)",232,293,1617.3,50,216,1401.3,94,94,2,499
2/4/18,"Handi-Craft Classic Value Slow Close Plastic Toilet Seat - 16.5"" Standard Round - Easy Installation & Cleaning, by Unity (Bone)",119,152,1043.35,49,489.51,553.84,96,100,2,270
1/3/18,"Unity Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Cabana Stripe - Classic Design, by Unity (Stripe Blue)",811,981,2078.44,48,266.4,1812.04,95,97,3,149
1/6/18," Unity Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Cabana Stripe - Classic Design, by Unity (Stripe Gold)",494,613,2198.35,48,341.28,1857.07,97,98,3,370
1/18/18," Unity Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Cabana Stripe - Classic Design, by Unity (Stripe Green)",590,723,2278.29,48,260.64,2017.65,94,94,2,495
1/7/18,"Handi-Craft Classic Value Plastic Toilet Seat - 18.5"" Standard Elongated - Easy Installation & Cleaning, by Unity (Bone)",195,247,899.41,47,481.75,417.66,90,90,2,606
2/5/18," Value Rainbow Food Container Storage Set - 7 Containers with 7 Colorful Lids - BPA-Free, Non-Toxic, Dishwasher-Safe, Microwave-Safe - Great for Everyday Use! - by Unity (Rectangle)",397,539,508.47,47,374.12,134.35,90,96,2,517
2/6/18," Classic Value Towel Set - 6 PCS Included: 2 Bath Towels, 2 Hand Towels, & 2 Washcloths - Cotton/Poly Blend for Maximum Performance - Lightweight - Quick Dry - by Unity (Fuchsia)",152,202,970.38,47,438.04,532.34,94,90,2,66
1/26/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 16"" Chair - XL Futon - Classic Design, by Unity (Ecru)",1036,1294,2771.23,46,622.38,2148.85,98,92,3,487
3/28/18," Unity Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Cabana Stripe - Classic Design, by Unity (Stripe Denim Gray)",1123,1422,1998.5,46,378.12,1620.38,92,100,3,678
2/19/18," 2-Slice Toaster, 7 Temperature Levels, Sleek Unibody Frame - Quick Bagel Button - Multiple Colors Available - Classic Performance And Power - 750W ETL-Listed, By Unity (Black)",434,498,881.65,45,324.45,557.2,99,99,2,431
1/27/18," Unity Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Cabana Stripe - Classic Design, by Unity (Stripe Sky Blue)",752,896,2398.2,44,327.36,2070.84,98,93,2,467
3/25/18," Indoor Extension Cord Multi-Pack UL listed - 6FT, 9 FT, 12 FT - 3 Pack - Flexible & Durable, General Purpose, 16 Gauge, White Cord, by Unity",78,86,910.29,44,190.08,720.21,98,99,2,155
1/2/18,"Unity 13"" Non-Slip Foldable Step Stool with Carrying Handle - Supports Up To 300LBS - Easy Open - Perfect for Kitchen, Bathroom, Bedroom & More - by (Black White/Black Dots)",168,216,643.71,42,284.34,359.37,99,94,2,519
2/1/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 16"" Chair - XL Futon - Classic Design, by Unity (Navy)",1263,1517,2536.38,40,542,1994.38,98,99,3,67
1/15/18," Indoor Extension Cord Multi-Pack UL-listed - 6 FT, 9 FT, 12 FT, 20 FT - 4 PACK - Flexible & Durable, General Purpose, 16 Gauge, White Cord, by Unity",148,178,929.53,39,152.1,777.43,92,99,3,116
1/19/18,"4 Tier Laundry Rack With Garment Hooks - Dry Sort Organize, Steel Frame - 28"" x 25"" x 68"" - Portable - Space Saver by Unity",627,772,1558.83,39,1503.84,54.99,94,92,2,683
2/22/18," 12-Piece Party Bulk Pack Signature Melamine Blend Set - Classic Wide Rim Design - Indoor/Outdoor Reusable Dinnerware - Great Paper Plate Replacement! - by Unity (10.5"" Dinner Plate, Gold)",787,940,1318.2,39,221.13,1097.07,92,93,2,108
1/17/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Solid Color - Classic Design, by Unity (Sea Blue)",545,733,1878.59,38,282.72,1595.87,100,92,2,157
1/5/18," 6-Pack Melamine 8.3"" Deep Salad Plate, Break & Chip Resistant, Indoor/Outdoor, Wave Rim Design, by Unity (Red)",348,432,542.47,37,216.82,325.65,97,95,2,327
1/9/18," 6-Pack Classic Wide Rim Signature Melamine Blend Indoor/Outdoor Dinnerware - Canal Blue Wide Band Pattern - By Unity (19oz Tumbler, Canal Blue)",148,201,427.83,37,205.35,222.48,92,90,3,689
2/20/18," 6-Pack Melamine 18oz Tumbler Cups, Break & Chip Resistant, Indoor/Outdoor - Great for Parties! - Wave Rim Design, by Unity (White)",165,199,537.53,37,361.12,176.41,90,96,2,535
3/15/18," Unity Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Cabana Stripe - Classic Design, by Unity (Stripe Brown)",671,816,1678.74,37,493.21,1185.53,98,99,3,136
3/2/18," Value Food Container Storage Set - 10-Piece Set with Clip Lock Lids - BPA-Free, Non-Toxic, Dishwasher-Safe, Microwave-Safe - Airtight, Stackable, & Leakproof - by Unity",310,388,388.83,36,195.48,193.35,99,93,3,544
3/12/18," Classic Value Towel Set - 6 PCS Included: 2 Bath Towels, 2 Hand Towels, 2 Washcloths - Cotton/Poly Blend for Maximum Performance - Lightweight - Quick Dry - by Unity (Dark Purple)",158,200,706.77,35,194.25,512.52,91,100,2,170
1/28/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Diamond Pattern - Classic Design (Blue)",1026,1342,1638.77,32,110.08,1528.69,91,95,3,138
2/15/18,"Handi-Craft Classic Value Beveled Wood Toilet Seat - 16.5"" Standard Round - Easy Installation & Cleaning, by Unity (Bone)",248,287,610.92,31,246.76,364.16,90,94,3,505
1/16/18,"Handi-Craft Classic Value Beveled Wood Toilet Seat - 16.5"" Standard Round - Easy Installation & Cleaning, by Unity (White)",229,287,593.95,30,307.5,286.45,92,91,2,588
1/21/18,"Handi-Liner Commercial Bulk Trash Can Liners Virgin Materials - 13 Gallon (20 Rolls, 1000 Liners, 1 Case)",28,36,865.98,30,246.6,619.38,99,100,3,516
2/9/18," 6-Pack Melamine 18oz Tumbler Cups, Break & Chip Resistant, Indoor/Outdoor - Great for Parties! - Wave Rim Design, by Unity (Blue)",226,284,318.13,29,215.76,102.37,92,91,3,456
3/6/18,"Handi-Craft Classic Value Slow Close Plastic Toilet Seat - 16.5"" Standard Round - Easy Installation & Cleaning, by Unity (White)",73,87,569.1,29,164.43,404.67,91,96,2,529
2/4/18,"Unity 11"" Non-Slip Foldable Step Stool with Carrying Handle - Supports Up To 300LBS - Easy Open - Perfect for Kitchen, Bathroom, Bedroom & More - by Unity (Red Blue/White Dots)",158,210,309.01,28,230.16,78.85,90,91,2,516
2/9/18," 12-Piece Party Bulk Pack Signature Melamine Blend Set - Classic Wide Rim Design - Indoor/Outdoor Reusable Dinnerware - Great Paper Plate Replacement! - by Unity (8.5"" Salad Plate, Gold)",1139,1389,880.53,28,560,320.53,100,94,3,220
1/10/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Solid Color - Classic Design, by Unity (Navy)",659,888,1239.07,26,221,1018.07,99,91,2,240
1/4/18," Classic Value Towel Set - 6 PCS Included: 2 Bath Towels, 2 Hand Towels, & 2 Washcloths - Cotton/Poly Blend for Maximum Performance - Lightweight - Quick Dry - by Unity (Medium Blue)",166,209,589.95,25,146.5,443.45,93,97,2,355
1/16/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Solid Color - Classic Design, by Unity (French Toast)",431,575,1199.1,25,150,1049.1,94,92,2,664
1/21/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Solid Color - Classic Design, by Unity (Moss)",188,234,1279.04,25,186.25,1092.79,98,94,2,428
1/22/18," Indoor Extension Cord Multi-Pack - UL-listed - 6 FT, 9 FT, 12 FT, 20 FT - 4 Pack - Virgin Materials & Durable, General Purpose, 16 Gauge, Brown Cord - by Unity",80,93,588.07,25,550,38.07,90,91,3,272
2/20/18," Classic Value Towel Set - 6 PCS Included: 2 Bath Towels, 2 Hand Towels, & 2 Washcloths - Cotton/Poly Blend for Maximum Performance - Lightweight - Quick Dry - by Unity (Ash Gray)",124,153,557.07,25,244,313.07,91,96,3,746
3/29/18,Activsport Performance Women's Athletic Socks - Low Cut - 9 Pairs - Multicolor & Pack - Pure Comfort - Moisture Wicking & Breathable - Size 9-11 - Comfort & Performance - By Unity,130,150,324.25,25,135.75,188.5,100,97,2,64
2/3/18," Indoor Extension Cord Multi-Pack UL-Listed - 20FT - 2 Pack - Flexible & Durable, General Purpose, 16 Gauge, Brown Cord, by Unity",109,132,434.13,24,367.92,66.21,95,93,2,528
2/3/18," 6-Pack Classic Wide Rim Signature Melamine Blend Indoor/Outdoor Dinnerware - Canal Blue Wide Band Pattern - By Unity (10.5"" Dinner Plate, Canal Blue)",256,369,492.86,24,223.68,269.18,95,96,3,163
1/27/18," Indoor Extension Cord Multi-Pack UL-Listed - 12FT - 2 Pack - Flexible & Durable, General Purpose, 16 Gauge, Brown Cord, by Unity",119,140,275.31,22,225.5,49.81,92,93,3,513
2/7/18," Indoor Extension Cord Multi-Pack UL listed - 20FT - 2 Pack - Flexible & Durable, General Purpose, 16 Gauge, White Cord, by Unity",198,219,374.25,22,298.1,76.15,91,93,3,335
1/8/18," 18-Piece Food Storage Container Set - Extra Large With Handle - Leak Resistant - Snap Lids - BPA Free - Freezer Safe - Dishwasher Safe - Microwave Safe - Durable And Easy To Clean, by Unity",285,335,355.79,21,167.16,188.63,93,93,2,519
2/24/18,"Unity 11"" Non-Slip Foldable Step Stool with Carrying Handle - Supports Up To 300LBS - Easy Open - Perfect for Kitchen, Bathroom, Bedroom & More - by Unity (Black/White Dots)",71,81,241.34,20,142.2,99.14,95,90,2,150
1/27/18," Classic Value Towel Set - 6 PCS Included: 2 Bath Towels, 2 Hand Towels, & 2 Washcloths - Cotton/Poly Blend for Maximum Performance - Lightweight - Quick Dry - by Unity (Turquoise)",74,92,377.37,19,177.08,200.29,92,92,2,582
3/10/18,"Handi-Craft Classic Value Plastic Toilet Seat - 16.5"" Standard Round - Easy Installation & Cleaning, by Unity (Bone)",61,77,404.73,19,128.63,276.1,95,92,2,707
1/3/18,Battery Powered LED Camp Lantern - 3 Pack - Ultra Portable - 16 LEDs - Rugged Design By Unity (Red/Yellow/Black),275,355,454.19,18,245.7,208.49,96,93,2,571
1/24/18," 18 Piece Food Storage Container Set - Extra Large - Leak Resistant - Snap Lids - BPA Free - Freezer Safe - Dishwasher Safe - Microwave Safe - Durable And Easy To Clean, by Unity",233,283,359.8,18,175.68,184.12,98,91,2,608
1/26/18, 6ft Appliance Extension Cords - 2 Pack - 16 Gauge - 13A 125V 1625W by Unity,112,125,246.37,18,216,30.37,91,95,3,172
3/5/18," Indoor Extension Cord Multi-Pack UL listed - 12FT - 2 Pack - Flexible & Durable, General Purpose, 16 Gauge, White Cord, by Unity",85,103,311.22,18,61.92,249.3,93,98,2,442
3/3/18,"Unity Signature Foldable Storage Ottoman, 15 Inch - Strong & Sturdy - Space Saving - Premium Faux Leather (Black)",229,298,379.43,16,159.84,219.59,94,96,2,326
1/24/18, Y-Shape Dental Floss Picks - 4 Pack - 4 x 32 Count - Included Holder - Pharmacy Quality - By Unity,117,134,224.55,15,199.95,24.6,96,97,2,722
1/29/18,Unity 36 Pack Ultra thin ABS Easy Slide Heavy Duty Non-Slip Clothes Hangers (Purple),183,223,424.49,15,87.9,336.59,92,93,3,751
3/17/18," Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Solid Color - Classic Design, by Unity (Khaki)",205,267,599.55,15,108.15,491.4,98,92,2,172
1/5/18," 6-Pack Melamine 18oz Tumbler Cups, Break & Chip Resistant, Indoor/Outdoor - Great for Parties! - Wave Rim Design, by Unity (Red)",115,139,159.52,14,80.5,79.02,98,95,3,216
2/10/18, 6-Outlet Surge Protector - 3 Pack - 90 Joules - 2.5FT Power Cord - Circuit Breaker - By Unity,96,121,208.55,14,48.16,160.39,98,91,3,245
3/18/18," 12-Piece Party Bulk Pack Signature Melamine Blend Set - Classic Wide Rim Design - Indoor/Outdoor Reusable Dinnerware - Great Paper Bowl Replacement! - by Unity (7.5"" Bowl, Gold)",312,370,287.52,13,88.01,199.51,100,95,2,514
3/27/18,"Handi-Craft Classic Value Wood Toilet Seat - Cottage Stripe Pattern - 16.5"" Standard Round - Easy Installation & Cleaning, by Unity",176,197,344.55,13,247,97.55,96,100,3,251
1/4/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Diamond Pattern - Classic Design (Gray)",235,300,519.61,12,65.16,454.45,99,97,3,759
1/13/18, 8 Piece Kitchen Tool Set - Premium Nylon Construction - Soft Touch Handle With Rest - Colorful Assortment,135,150,192.87,12,120,72.87,94,93,2,485
2/8/18,"Handi-Liner Commercial Bulk Trash Can Liners Virgin Materials - 16 Gallon (20 Rolls, 1000 Liners, 1 Case)",48,53,727.22,12,51.84,675.38,99,96,3,143
1/22/18," Classic Value Towel Set - 6 PCS Included: 2 Bath Towels, 2 Hand Towels, & 2 Washcloths - Cotton/Poly Blend for Maximum Performance - Lightweight - Quick Dry - by Unity (Chocolate Brown)",127,157,197.67,11,87.56,110.11,96,92,2,258
1/23/18,Bamboo Toothpicks 350pk with Dispenser - Biodegradable & Environmentally Friendly - by Unity,79,100,71.88,11,55,16.88,94,99,3,633
1/19/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Diamond Pattern - Classic Design (Navy)",308,400,479.64,10,55.5,424.14,94,97,2,619
3/2/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Moroccan Trellis Pattern - Classic Design (Gray)",95,138,399.9,10,99.9,300,90,94,3,173
1/6/18, 8 Piece - Break Resistant - Indoor Out Door - 4 Fun Assorted Colors - Dinner Ware Pack - Mix And Match By Unity (17oz Tumbler),102,117,153.67,9,73.98,79.69,96,93,3,197
1/9/18,"Handi-Craft Classic Value Plastic Toilet Seat - 16.5"" Standard Round - Easy Installation & Cleaning, by Unity (White)",46,59,164.89,9,83.88,81.01,93,95,2,654
1/29/18,Battery Powered LED Camp Lantern - 3 Pack - Ultra Portable - 16 LEDs - Rugged Design By Unity (Blue/Green/Black),70,86,189.67,9,94.05,95.62,95,98,3,385
1/19/18,"Classic Value Luxury Bathroom Rug Bath Mat, 100% Microfiber, Non-Slip Latex Backing - Machine Washable - 20"" x 32"" - Extremely Soft - Trellis Pattern - by Unity (Grey)",52,60,139.7,7,71.75,67.95,97,96,2,355
2/15/18,"Unity 15"" Non-Slip Foldable Step Stool with Carrying Handle - Supports Up to 300LBS - Easy Open - Perfect for Kitchen, Bathroom, Bedroom & More - by Unity (White Grey/White Dots)",20,29,125.93,7,94.85,31.08,98,94,2,153
2/23/18,"Unity Signature Foldable Double Storage Ottoman, 30""x15""x15"" - Strong & Sturdy - Space Saving - Premium Faux Leather (Brown)",143,186,244.79,7,47.39,197.4,99,98,2,51
3/7/18,"Unity Signature Foldable Storage Ottoman, 15 Inch - Strong & Sturdy - Space Saving - Premium Faux Leather (Brown)",67,84,139.79,7,39.69,100.1,95,97,3,759
3/16/18,"Unity Signature Foldable Double Storage Ottoman, 30""x15""x15"" - Strong & Sturdy - Space Saving - Premium Faux Leather (Black)",136,176,279.76,7,52.08,227.68,100,91,2,501
1/4/18,"Handi-Liner Commercial Bulk Trash Can Liners Virgin Materials - 20-30 Gallon (20 Rolls, 500 Liners, 1 Case)",18,21,152.82,6,85.8,67.02,98,91,2,412
1/9/18, 8 Piece Kitchen Gadgets - Stainless Steel - Colorful Handles - BPA Free,105,125,159.9,6,51,108.9,98,92,2,437
1/14/18, 3-Pack Children's Break-Resistant Water Bottles - 100% Tritan - BPA-Free - 3 Great Sizes Fun Colors - Hide Away Straw - Kid Tested & Approved - by Unity,210,252,89.82,6,33.3,56.52,91,92,3,553
1/14/18," Outdoor Extension Cord UL-Listed - 50FT - 2 PACK - Heavy Duty & Durable, General Purpose, 16 Gauge, Orange Cord, by Unity",43,61,167.94,6,49.32,118.62,95,97,3,671
1/25/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Moroccan Trellis Pattern - Classic Design (Blue)",118,159,359.91,6,81.18,278.73,97,94,2,705
1/26/18, 12 Piece Melamine Dinnerware Set - Service For 4 - Multi-Color Square - Break Resistant - Indoor Outdoor by Unity,51,64,164.73,6,35.16,129.57,94,100,3,311
3/22/18,"Handi-Craft Classic Value Wood Toilet Seat - Sculptured Net Pattern - 16.5"" Standard Round - Easy Installation & Cleaning, by Unity",112,137,137.82,6,42.66,95.16,90,91,3,442
3/26/18," Premium Hanger Set, 10 Pack, Rainbow ""Rubber Feel"" Vinyl-Dipped Chrome, Non-Slip - Full Size & Closet Ready - by Unity",30,39,99.9,6,58.56,41.34,96,96,2,787
3/26/18,"Handi-Liner Commercial Bulk Trash Can Liners Virgin Materials - 33 Gallon (20 Rolls, 500 Liners, 1 Case)",25,32,245.82,6,35.16,210.66,93,94,2,683
3/29/18,"Unity Signature Foldable Double Storage Ottoman, 30""x15""x15"" - Strong & Sturdy - Space Saving - Premium Faux Leather (Red)",116,150,244.79,6,32.58,212.21,94,91,3,507
3/30/18,"Unity Signature Foldable Double Storage Ottoman, 30""x15""x15"" - Strong & Sturdy - Space Saving - Premium Faux Leather (Beige)",174,212,237.79,6,20.64,217.15,93,92,2,201
1/5/18,"Premium Heavy Duty Velvet Hangers - 100 Pack Bulk - Black - Non-Slip, Ultra Thin, 10lbs Capacity - Great for Suits, Pants, & Dresses - by Unity",17,23,239.82,5,46.6,193.22,97,94,3,168
1/12/18,"Premium Heavy Duty Velvet Hangers - 100 Pack Bulk - Taupe - Non-Slip, Ultra Thin, 10lbs Capacity - Great for Suits, Pants, & Dresses - by Unity",91,125,239.82,5,39.8,200.02,98,90,2,177
2/2/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Diamond Pattern - Classic Design (Ecru)",179,237,199.85,5,82.75,117.1,90,92,2,493
2/10/18," 6-Pack Classic Wide Rim Signature Melamine Blend Indoor/Outdoor Dinnerware - Canal Blue Wide Band Pattern - By Unity (9"" Deep Plate, Canal Blue)",86,109,54.85,5,37.2,17.65,95,90,3,540
3/20/18,Activsport High Performance Men's Athletic Socks - Low Cut - 12 Pairs - Cushioned Heel - Pure Comfort - Size 10-13 - Moisture Wicking & Breathable - By Unity (Black/Red),11,11,99.85,5,21.6,78.25,91,90,3,96
3/26/18,"Handi-Liner Commercial Bulk Trash Can Liners Virgin Materials - 10 Gallon (20 Rolls, 1000 Liners, 1 Case)",29,31,109.85,5,27.15,82.7,92,93,3,702
1/1/18," Every Day Basic+ Mirror Polish Stainless Steel Cutlery Value Pack (12, Dinner Spoon)",116,146,47.88,4,13.76,34.12,94,96,3,549
1/16/18,"ActivSport 18"" Backpack - Padded Laptop Sleeve - Bottle Holders - Upgraded Zippers - Jumbo Size - Classic Design - by Unity (Black)",28,89,39.88,4,37.28,2.6,98,93,3,561
1/17/18," 6-Pack Classic Wide Rim Signature Melamine Blend Indoor/Outdoor Dinnerware - Canal Blue Wide Band Pattern - By Unity (7.5"" Bowl, Canal Blue)",128,161,43.88,4,41,2.88,93,97,3,599
1/25/18," 3CR14 Grade Stainless Steel Knife Set - 6PCS Including Free Acrylic Stand - High Chromium Steel for Added Strength, Durability & Sharpness - Great for Home & Commercial Kitchens - by Unity",173,213,124.85,4,39.96,84.89,91,97,3,645
1/30/18,Activsport High Performance Men's Athletic Socks - Crew Cut - 12 Pairs - Cushioned Heel - Pure Comfort - Size 10-13 - Moisture Wicking & Breathable - By Unity (White/Blue),22,25,79.88,4,37.28,42.6,96,92,2,115
3/6/18," Every Day Basic+ Mirror Polish Stainless Steel Cutlery Value Pack (12, Dinner Fork)",69,81,83.79,4,61.32,22.47,95,92,2,75
3/12/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Southwest Diamond Pattern - Classic Design (Sea Blue)",39,51,159.96,4,31.84,128.12,94,99,3,674
3/24/18," Premium Non-Slip 100% Microfiber Classic Value Machine Washable Bathroom Rug Bath Mat Tile 20"" x 32"" by Unity (Black)",27,29,55.88,4,28.84,27.04,92,92,2,318
